t (s), X (px), Y (px), theta (deg), GoalX (px), GoalY (px)
6.699562072753906e-05, 89, 115, -15, 96, 72
0.005921363830566406, 89, 115, -15, 96, 72
0.018831729888916016, 89, 115, -15, 96, 72
0.0314943790435791, 90, 115, -16, 96, 72
0.0359954833984375, 90, 115, -16, 96, 72
0.037322044372558594, 90, 115, -16, 96, 72
0.039180755615234375, 90, 115, -16, 96, 72
0.041040897369384766, 90, 115, -16, 96, 72
0.043570756912231445, 90, 115, -16, 96, 72
0.04706430435180664, 90, 115, -16, 96, 72
0.05169200897216797, 90, 115, -16, 96, 72
0.05528402328491211, 90, 115, -16, 96, 72
0.060099124908447266, 90, 115, -16, 96, 72
0.06595444679260254, 90, 115, -16, 96, 72
0.08337736129760742, 90, 115, -16, 96, 72
0.08622550964355469, 90, 115, -16, 96, 72
0.08733272552490234, 90, 115, -16, 96, 72
0.08827447891235352, 90, 115, -16, 96, 72
0.08922767639160156, 90, 115, -16, 96, 72
0.0901942253112793, 90, 115, -16, 96, 72
0.09255218505859375, 90, 115, -16, 96, 72
0.09422016143798828, 90, 115, -16, 96, 72
0.09519767761230469, 90, 115, -16, 96, 72
0.09667062759399414, 90, 115, -16, 96, 72
0.0977935791015625, 90, 115, -16, 96, 72
0.09904313087463379, 90, 115, -16, 96, 72
0.10031437873840332, 90, 115, 117, 96, 72
0.10155820846557617, 90, 115, 117, 96, 72
0.10354471206665039, 90, 115, 117, 96, 72
0.1045072078704834, 90, 115, 117, 96, 72
0.1091465950012207, 90, 115, 117, 96, 72
0.11762499809265137, 90, 115, 117, 96, 72
0.12173771858215332, 90, 115, 117, 96, 72
0.1251356601715088, 90, 115, 117, 96, 72
0.1266648769378662, 90, 115, 117, 96, 72
0.1277930736541748, 90, 115, 117, 96, 72
0.12928390502929688, 90, 114, 131, 96, 72
0.13081836700439453, 90, 114, 131, 96, 72
0.1394824981689453, 90, 114, 131, 96, 72
0.14659333229064941, 90, 114, 131, 96, 72
0.14973092079162598, 90, 114, 131, 96, 72
0.1521298885345459, 90, 114, 131, 96, 72
0.15349435806274414, 90, 114, 131, 96, 72
0.15506935119628906, 90, 114, 131, 96, 72
0.16193723678588867, 90, 114, 131, 96, 72
0.1652519702911377, 90, 114, 131, 96, 72
0.16719770431518555, 90, 114, 131, 96, 72
0.16856598854064941, 90, 114, 122, 96, 72
0.16974878311157227, 90, 114, 122, 96, 72
0.17066431045532227, 90, 114, 122, 96, 72
0.17157959938049316, 90, 114, 122, 96, 72
0.1724696159362793, 90, 114, 122, 96, 72
0.17338204383850098, 90, 114, 122, 96, 72
0.1748659610748291, 90, 114, 122, 96, 72
0.1759486198425293, 90, 114, 122, 96, 72
0.1769239902496338, 90, 114, 122, 96, 72
0.18125295639038086, 90, 114, 122, 96, 72
0.19636750221252441, 90, 114, 122, 96, 72
0.2039029598236084, 90, 114, 122, 96, 72
0.20637798309326172, 90, 114, 122, 96, 72
0.21377277374267578, 92, 112, 115, 96, 72
0.21764039993286133, 92, 112, 115, 96, 72
0.21900391578674316, 92, 112, 115, 96, 72
0.22005391120910645, 92, 112, 115, 96, 72
0.221146821975708, 92, 112, 115, 96, 72
0.22361278533935547, 92, 112, 115, 96, 72
0.22632050514221191, 92, 112, 115, 96, 72
0.24003219604492188, 92, 112, 115, 96, 72
0.24309229850769043, 92, 113, 122, 96, 72
0.2556734085083008, 92, 113, 122, 96, 72
0.25867176055908203, 92, 113, 122, 96, 72
0.26327943801879883, 92, 113, 122, 96, 72
0.2723808288574219, 92, 113, 122, 96, 72
0.289017915725708, 92, 113, 122, 96, 72
0.29292845726013184, 93, 111, 120, 96, 72
0.29384660720825195, 93, 111, 120, 96, 72
0.2947213649749756, 93, 111, 120, 96, 72
0.2956101894378662, 93, 111, 120, 96, 72
0.29654622077941895, 93, 111, 120, 96, 72
